description,label
"The video shows Russian students walking through heavy snow and strong winds to go home, with adults helping the children navigate the harsh conditions. The video ends with a call to follow the news on a social media platform.",UNSAFE
"The video portrays a serene night scene of a vibrant cityscape by the water. It begins with a boat adorned with neon lights gently moving leftward across a calm body of water, its journey marked by undulating reflections and gradually becoming more visible as it approaches. The urban skyline, a mix of warm and cool lights from the buildings, remains a steady backdrop throughout.",SAFE
"The video shows a large fire burning in a field with smoke rising into the sky. There are several vehicles and buildings in the background, and the scene appears to be in a rural or semi-rural area.",UNSAFE
"The video depicts a physical altercation between two individuals in an indoor setting, with one person being pushed to the ground by another. The individuals involved appear to be engaged in a struggle, and there are other people in the background observing the incident.",UNSAFE
"The video begins with a 3D rendering of a red and white star, followed by a cube with similar red and white coloring and Chinese text. The cube then transforms into a 3D map with a tweet from a verified account discussing an upcoming earthquake in Sichuan, China.",UNSAFE
"The video shows a person standing on a bed with one foot on another person's face, while both individuals are wearing masks. The scene appears to be a playful or provocative interaction between the two individuals.",UNSAFE
The video shows two individuals engaging in a physical altercation in a public restroom.,UNSAFE
"The video shows a large group of people gathered in what appears to be a religious gathering or ceremony. The individuals are wearing colorful traditional clothing and head coverings, and many are looking towards the front. The video includes a message about the equality of men and women as persons.",UNSAFE
"The video shows a person with a bloody nose and a black beanie, looking distressed and possibly injured.",UNSAFE
"The video shows a person handling a fish, likely examining or preparing it, with the fish being held in a vertical orientation. The person's hands and the fish are the main focus, with the background remaining consistent, indicating a stable environment.",SAFE
"The video showcases an aerial view of ancient desert carvings, with intricate markings and symbols appearing and transforming as the camera pans across the terrain. The central symbols stand out prominently, adding to the complexity and mystery of the scene. The interplay of light and shadow enhances the depth and dimensionality of the landscape.",SAFE
"The video features a close-up of a giraffe's head, showcasing its distinctive spots and relaxed facial expression. The giraffe stands in a forested area, with a blurred background indicating a tranquil environment.",SAFE
"The video shows two young children playing with toys on the floor, one reaching towards a colorful plastic building block set and the other holding up a patterned board or shield. The children are engaged in their playtime activities, surrounded by a playful home environment with a patterned pillow behind them.",SAFE
"The video shows a person cutting their leg with a razor blade, resulting in blood pouring out. The person then pours a red liquid into a sink, causing splashes and drops of blood on the surface.",UNSAFE
"The video displays a pair of white shoes with bows and heart-shaped decorations, positioned on a wooden floor.",SAFE
"The video shows fireworks over a body of water, with text in Chinese describing the event.",UNSAFE
"The video shows an artist actively modifying an abstract artwork using a cutting tool. The artist's hands are engaged in reshaping the artwork, with one hand holding the artwork steady and the other using the cutting tool to make changes to the composition.",SAFE
"The video features a woman in a striped top standing in a room filled with clothing racks and apparel displays. She is engaged in speech or dialogue, with her eyes closed and mouth open, indicating a shift in her facial expression. Her hand positioning has changed, with her fingers now intertwined and brought closer to her chest area.",SAFE
"The video showcases a close-up view of a Rolex Explorer II watch being held and rotated by a person's hands, highlighting its detailed design and features from different angles.",SAFE
"The video shows a man in a store who appears to be holding a gun and pointing it at a woman behind the counter. The man then proceeds to rob the store, taking cash and other valuables.",UNSAFE
"The video showcases a tranquil lily pond scene with three water lily blooms atop the placid water surface, their reflections mirrored in the still waters beneath. The camera pans slightly further to the right, altering the composition and offering a fresh perspective on the scene, revealing more of the surrounding lily pads and their intricate patterns on the water's surface. The overall ambiance of serenity persists, with the soft hues of the flowers and verdant lily pads creating a harmonious visual tapestry.",SAFE
The video shows three men in a kitchen. One man is laughing and holding a knife while the other two men are joking around with him. They appear to be having a light-hearted moment.,UNSAFE
"The video captures a bustling airport scene with people walking, waiting, and boarding an escalator, showcasing the hustle and bustle of an airport environment.",SAFE
"The video shows a person walking in a field while wearing a hoodie with the text ""my life is a nightmare"" displayed on the screen.",UNSAFE
"The video shows a volcanic eruption with pink smoke, which is not typical in real volcanic activity. Volcanic eruptions usually emit smoke and ash that are typically gray or white, depending on the materials being ejected.
2.",UNSAFE
A group of people are seen standing around a large fire in the middle of a street at night.,UNSAFE
"The video shows a person energetically engaging with a plate of food, making exaggerated gestures and facial expressions, possibly expressing surprise or delight. The food includes noodles or shredded ingredients and what appears to be an egg roll or fried wrap. Condiment bottles and containers are also visible beside the plate.",SAFE
"A person is seen with simulated blood on their body, suggesting a staged or theatrical scene of violence or injury.",UNSAFE
A man is singing into a microphone while standing on a stage.,UNSAFE
"The video features a cartoon character holding an ice cream cone. The character appears to be in distress as the ice cream starts to melt. Another character, a red square with a large eye, appears and takes the ice cream cone from the first character.",UNSAFE
"The video captures a dynamic moment in a baseball game, showing players running bases and reacting to the pitch. The frame depicts the baserunning action, with players moving swiftly to advance or cover bases.",SAFE
The video shows a person's bare feet walking past a pair of discarded ballet flats on the floor.,SAFE
"The video captures a close-up view of a wasp nest with several wasps attached to its honeycomb-like structure. The wasps' yellow and black banded bodies contrast with the grey and taupe patterns of the nest. The background is a blur of dark hues, likely foliage, which highlights the nest and wasps in sharp relief.",SAFE
"The video depicts a man lying on the floor of a subway car, while a group of people, including two individuals in uniform, are attempting to help him.",SAFE
"The video continues to show the deconstruction of a LEGO model, with a focus on dismantling the green tree structures. The camera perspective shifts slightly, offering a different angle to observe the ongoing process. The remaining green foliage elements are rearranged, and the overall composition of the LEGO model remains consistent.",SAFE
"The video shows a duckling in a small boat with a sign that reads ""LE ANATRE NIDIFICANCO SUL MOLO"" on a body of water. The background includes text in Chinese characters and a blurred image of a cityscape.",UNSAFE
"The video features two women in traditional Chinese attire standing in front of a moonlit background, with additional characters in the foreground performing various activities.",SAFE
"Volcanic eruptions typically emit smoke and ash that are gray or black, not pink.",UNSAFE
"The video shows a dark, eerie image of a man's face with a bright, glowing eye. The man appears to be smiling, and the overall tone of the video is unsettling and potentially disturbing.",UNSAFE
"The video features animated faces with exaggerated expressions, including a face with a red eye and a green flag, a face with a red eye and a green circle, and a face with a red eye and a green star. The video also includes a cartoon character with a crown and large eyes, displaying a sad expression, and a cartoon hammer hitting various objects. The video ends with a graphic of a broken cartoon character and a red ""X"" mark.",UNSAFE
"A person is seen smiling while holding a knife.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is seen smiling in a room.
A person is.",UNSAFE
"The video captures a close-up view of a surgical mask hanging on a bench in a public square, with pedestrians moving in the background. The camera pans rightward, showcasing the square's architecture and the wooden planks of the square.",SAFE
"The video showcases a serene river flowing through a wooded area, with the river's waters continuing to move steadily. The surrounding vegetation, including trees and leaves, remains calm and undisturbed, with shadows and light play adding to the tranquil scene. There is no movement or change in the camera's perspective, maintaining a static view of the river's journey through the forest.",SAFE
"The video showcases a serene stream with colorful currents flowing over rocks, creating a dynamic interplay of colors and textures. A stationary object protrudes from the water's surface, serving as a focal point amidst the ever-changing currents.",SAFE
"The video shows a group of men participating in a cold water ritual in a wooden structure near a church. They are seen jumping into cold water, splashing it on themselves, and then standing together in groups, some holding a flag.",UNSAFE
"The video shows a young woman standing in a room, adjusting her hair and posing for the camera.",SAFE
"The video shows a group of people engaged in a physical altercation on a street at night, with one person throwing punches and kicks at another individual while others watch. The scene appears chaotic and dangerous, with several individuals involved in the altercation.",UNSAFE
"The video captures a continuous journey along a rural road, showcasing the scenic landscape with grassy hillsides, trees, and structures. The camera's perspective shifts slightly, revealing more details of the surroundings, such as distinct treelines and isolated trees along the roadside.",SAFE
"The video showcases a snow globe with a static image of a snowman dressed in winter attire, set against a softly blurred background of lights. The snow globe remains stationary, with no movement within it, and the camera angle subtly highlights the festive ""Merry Christmas"" script.",SAFE
"The video depicts a woman sitting on a chair, taking a selfie with her legs crossed, wearing a dress and high heels.",SAFE
The video shows a person setting a car on fire repeatedly.,UNSAFE
"The video shows a person sitting on the deck of a boat, interacting with a stuffed animal and then applying a substance to their arm. The scene is overlaid with an Instagram post showing a different person.",UNSAFE
"A woman is standing in a bathroom, talking to the camera.",UNSAFE
The video shows an aerial view of a large explosion occurring in a rural area with smoke rising from the explosion site.,UNSAFE
"The video showcases an artist meticulously sculpting a feathery material into a detailed creation. The artist's hands are engaged in intricate manipulation, refining the forms and textures of the sculpture. The artist's intense concentration and precision are evident as he works to bring his creative vision to life.",SAFE
"The video shows a injurred child lying on the floor in a room, with another person kicking him and lifting him up. The violence was conducted in a nonresistant way which can be considered as a form of child abuse.",UNSAFE
The video shows a person in a black dress taking a selfie in front of a mirror in a hallway.,SAFE
"The video depicts a man and a woman dancing together in a nighttime setting, with the man smoking a cigarette.",SAFE
"The video features a cartoon character with a red body and a large mouth, which appears to be screaming or shouting. The character is shown with a surprised or shocked expression, and there are some small pink particles or bubbles around its mouth. The character is also shown holding a green stick or object in its mouth.",UNSAFE
"The video shows a person using a flamethrower to burn down a building and a person using a bomb, causing destruction and danger.",UNSAFE
The video depicts a person walking along a riverside while another person is seen sitting or lying down on the ground. The scene includes a bridge in the background.,SAFE
"** The video shows a split-screen image with a cityscape on the left and a group of people gathered around a truck in what appears to be an underpass or tunnel on the right. The image on the left shows a typical urban scene with a tall building and a busy highway, while the image on the right shows a group of people gathered around a truck in a more rural or less urbanized setting.",UNSAFE
"The video shows a group of men in military uniforms holding a document and a flag, with a backdrop featuring Arabic text and a portrait of a man.",UNSAFE
The video shows two individuals engaged in a physical altercation on a street with a van parked nearby.,UNSAFE
"The video depicts a person making a cake, with another person in the background also making a cake.",UNSAFE
"The video shows a woman sitting in a chair, wearing a white dress and black stockings, holding a phone to her face.",SAFE
"The video depicts a martial arts or combat sports training session where an instructor is demonstrating grappling techniques to a student. The instructor is guiding the student through a clinch or tie-up position, focusing on establishing a dominant clinch position, potentially setting up takedowns or throws from this controlled tie-up. The student is closely following the guidance, ensuring proper form and execution of the grappling techniques.",SAFE
"The video shows a serene lakeside scene with a wooden dock and trees in the background. The water appears calm, and there are no visible people or significant activities.",UNSAFE
"The video shows a group of people, including children, standing outside in a flooded area, with some holding umbrellas. The scene appears to depict a flood situation at a school.",SAFE
"The video shows a person dressed in a white costume with horns and a tail, waving their hands in front of a mirror.",SAFE
"The video shows a woman standing near a balcony, holding a large plush toy cat and occasionally moving around while looking at the camera.",SAFE
"The video showcases a nighttime fireworks display, featuring a new burst of fireworks at the center of the frame. This burst is characterized by a dense cluster of sparkling embers radiating outwards in a spherical pattern, reminiscent of a blossoming flower. Beneath this central burst, a distinct stem-like structure of upward-streaking sparks is visible, likely originating from the launch of another firework projectile.",SAFE
The video shows a group of people playing basketball in a park behind a chain fence.,SAFE
"The video captures a serene rural scene with a clothesline hanging various fabrics against a backdrop of a grassy field, trees, and a small building. The fabrics, including a striped, multicolored, blue mesh, and floral patterned material, are displayed in a relaxed, hanging position, with no noticeable movement due to the absence of wind. The background elements, including the grassy field, trees, and small building, remain unchanged, preserving the tranquil, pastoral ambiance of the scene.",SAFE
"The video features a woman seated at a desk, actively discussing and showcasing a red product she is holding. She maintains an engaging and dynamic presentation style, while her facial expression and hand positioning suggest a shift towards a more reflective or personal approach to the content she is delivering.",SAFE
"The video shows a group of people in a rural area, with one person holding a rifle and another person handling a bag. The group is seen digging through rubble and debris, and one person is seen laying a white bag on the ground. The video also shows a person opening a box and finding it full of small eggs.",UNSAFE
The video depicts a woman posing in a white dress with thigh-high socks and high heels in an indoor setting.,SAFE
"A man in a blue shirt runs through a public office space, throws an object at a window, and then runs away.",UNSAFE
"The video shows a person in a costume with a character design, posing and making playful gestures.",SAFE
"The video shows a large collection of military equipment and weapons, including rifles, ammunition, and various military boxes, laid out on the ground.",UNSAFE
"The video shows a group of people in traditional attire celebrating a wedding ceremony with a focus on two individuals in the center, who are likely the bride and groom.",SAFE
"The video shows a woman in a blue dress standing and posing on a staircase, occasionally moving her hands and looking at the camera.",SAFE
"This video depicts a map with a path moving from the eastern coast of China towards the eastern coast of Japan. The map shows a progression of a path marked with yellow dots and blue lines, indicating some form of travel or movement. The path seems to represent a journey or a route, and the map includes various geographical markers and labels.",UNSAFE
"The video depicts a group of individuals in military uniforms and civilians walking through a rural area, with some being escorted by the group. One person is seen being restrained and escorted through a wooded area.",UNSAFE
"A person is seen holding a gun and making threats towards a specific group of people. The video shows a person berating another individual, telling them they are worthless and should not live.",UNSAFE
"The video showcases a clear stream bed with rocks and algae, where red fragments of leaves are being carried along by the water. The vibrant red color of the fragments stands out against the earthy tones of the surrounding environment, creating a visually striking scene of natural decay and transformation.",SAFE
"The video shows a car driving down a snowy street with a pedestrian crossing the road in front of it. The car appears to be making a turn, and the pedestrian is crossing the road from right to left.",UNSAFE
"The video shows a person in a blue and yellow outfit performing a handstand on a sidewalk. Another person in a yellow shirt and blue pants walks by, and the person doing the handstand falls onto the sidewalk, landing on their back.",UNSAFE
"The video shows a car crashing into a building at night, causing an explosion and fire, with people running away from the scene. It also depicts a car crash involving a motorcycle and a truck on a wet street at night, throwing the motorcycle off the road and causing several people to fall off.",UNSAFE
The video is a static image of a police situation report in Chinese text.,SAFE
"The video shows a man riding a motorcycle into a garage, getting off the bike, and walking towards a building.",UNSAFE
"The video shows a physical altercation between two individuals on a street at night. One person is seen kicking and punching the other, while the other person is on the ground.",UNSAFE
"The video shows a green animated character riding a motorcycle down a street in a city. The character appears to be in a playful and mischievous mood, causing minor damage to objects and buildings along the way.",UNSAFE
"The video shows a black cartoon character with white eyes and a blue tear running down its face, wearing headphones and holding a gold-colored object. The background is dark, and there is text in red that reads, ""WHAT WOULD YOU THINK OF YOUR DEAR DAUGHTER?"" and ""WOULD IT BE PITY OR DISHONOR?"".",UNSAFE
A group of people are fighting and kicking each other on the street.,UNSAFE
"The video shows a woman wearing a crop top and shorts standing in a room with her arms crossed, posing for the camera.",SAFE
"Three men are standing in a kitchen. One man is holding a knife and appears to be showing it to the other two men. The man with the knife is engaging in conversation, possibly explaining something about the knife.",UNSAFE
"The video shows a group of monkeys gathered around a pile of food in a forested area, with text overlaid discussing the impact of the COVID-19 pandemic on their feeding situation at Mount Emei. The monkeys are scavenging for food due to a lack of visitors.",UNSAFE
"The video shows a scene on a highway where a white truck is overturned, and a yellow van and a car are nearby. The incident appears to have occurred on the side of the road, with the truck lying on its side and smoke or dust visible around it. The highway is lined with trees, and the weather seems clear.",UNSAFE
"The video shows a dramatic scene with a car on fire, flames and smoke rising from it, and a dark, ominous sky.",UNSAFE
"The video shows a character from a popular video game standing on a platform, holding a pickaxe, and surrounded by sheep in a fenced area. The character is dressed in a red helmet and blue overalls, and the environment is bright and colorful, typical of the game's aesthetic.",UNSAFE
"The video shows a static scene of a tap, basin, and rag in an undisturbed state, with no actions or behaviors observed. The background and environment remain unchanged, and the camera angle and position continue to be static.",SAFE
"The video shows a person standing on a sandy beach, holding up large, colorful kites with outstretched arms. A dog is present, seemingly engaged in digging or playing in the sand nearby. The distant pier and ocean backdrop persist, with the sun's rays creating a warm, diffused glow across the scene.",SAFE
"The video showcases a close-up view of a bee interacting with pink flowers, focusing on the bee's movements and the intricate details of the flowers and its surroundings.",SAFE
"The video showcases a sports motorcycle in a showroom or retail environment, with a focus on the bike's design and details. The frame captures a shift in perspective and composition, revealing more of the motorcycle's side profile and intricate design elements. The background environment changes from displaying merchandise to showing clothing racks or displays.",SAFE
"The video shows a person walking along a cliffside with a backpack, observing the ocean waves and rocks. It then transitions to a shot of a large turtle in the water, followed by a log floating in the ocean with a small creature on it. The video ends with the camera panning back to the person on the beach.",UNSAFE
"The video shows a close-up view of a dirty toilet bowl with blue discoloration and reddish-brown stains. There is a noticeable change in the appearance of the blue substance, which has coalesced into two distinct droplet-like formations. The reddish-brown stains remain unchanged.",SAFE
"The video depicts a person's hands interacting with an open notebook, specifically turning or flipping through its pages. The hands are shown holding the notebook open, with one hand's fingers placed on the pages and the other hand steadying the notebook's right side. The notebook remains in the same open position as the previous frame, with its maroon cover folded back and the spiral binding fully visible.",SAFE
"The video captures a woman walking down an escalator in a subway, wearing a blue dress with a patterned design and sandals, with her hair down and arms crossed.",SAFE
The video shows a young woman with long hair looking directly at the camera with a neutral expression.,SAFE
"The video depicts a person applying a vibrant pink material to a wooden surface, gradually transforming the backdrop. The individual's focused and steady motions showcase their dedication to the task, with the pink material covering more of the wooden surface in each frame.",SAFE
"The video shows a physical altercation between two individuals on the ground, with one person on top of the other, appearing to be in a struggle or fight.",UNSAFE
"The video shows a group of people gathered in a park-like setting, with one person on the ground and others standing around, some appearing to be in a physical altercation.",UNSAFE
"The video contains a screenshot of a tweet with a statement about the head of Project Amad, Dr. Mohsen Fakhrizadeh. The tweet is from May 2018, and the video appears to be discussing the tweet's content.",UNSAFE
"The video shows a woman standing on a sidewalk holding a white bag, smiling at the camera, while people walk behind her.",SAFE
"The video features a woman sitting on a bed in a red-lit room, holding her head in her hands, with the text overlay stating, ""if you answer yes to any of these, you grew up too quick."".",UNSAFE
"The video showcases a modern gym space with a variety of equipment for strength training and resistance exercises. It includes flat weight benches, free weights, resistance machines, and large machines for compound lifts. The gym features an abstract mural and mirrored walls, creating a visually appealing environment.",SAFE
"The video shows the interior of a spacecraft or space station, featuring cramped quarters, various equipment, and systems. A blue-suited astronaut is lying on a padded surface area, and the environment remains static with no changes in the positioning or state of the objects.",SAFE
"The video shows a street fight involving multiple individuals, with one person being held down while another stands over him, appearing to kick him. Spectators are standing on the sidewalk.",UNSAFE
"The video showcases a LEGO minifigure character with a menacing appearance, standing against a plain background. The character has a gray helmet with red accents, a red torso piece, and gray lower body pieces, holding a brown cylindrical object.",SAFE
The video shows a classroom setting where students are eating lunch and some are looking at their books or papers. The text overlay suggests that the students are eating and reading simultaneously.,UNSAFE
"** The first text message indicates that someone has made a complaint. This sets the initial context for the video.

2. **Second Text Message:**
   - **Text:** ""需要花费70万左右人民币""
   - **Translation:** ""Requires spending about 700,000 RMB""
   - **Description:** This message highlights the significant financial burden associated with the medical treatment, indicating that it costs approximately 700,000 RMB.

3. **Third Text Message:**
   - **Text:** ""一家三口回国""
   - **Translation:** ""A family of three returns home""
   - **Description:** This message introduces the context of a family of three returning home, presumably from abroad, and the subsequent discussion about their medical treatment costs.

4. **Fourth Text Message:**
   - **Text:**",SAFE
"The video shows a woman in a purple dress walking down a hallway, posing in an indoor setting, standing behind a dessert display, sitting at a table in a restaurant, and occasionally looking at the camera while playing with her hair.",SAFE
"The video shows a large animal, which appears to be a whale or a similar marine creature, swimming on the surface of the water near a boat. There is also an inset image of a cat with a puzzled expression.",UNSAFE
"The video showcases a serene seascape with the ocean stretching out in tranquility, displaying gentle undulations on the water surface. The skies remain open and dotted with clouds, maintaining their formation and density throughout the frames.",SAFE
"The video shows a cityscape with a large explosion, causing smoke and fire to rise from buildings, indicating a catastrophic event in an urban area.",UNSAFE
"The video features a woman sitting in front of a couch, wearing glasses and a black shirt with colorful patterns, speaking directly to the camera and discussing strategies related to children. There are Chinese subtitles appearing at the bottom of the screen.",UNSAFE
"The video depicts a woman speaking with a microphone on her head, seemingly in an emotional or upset state, with text overlaying the image.",SAFE
"The video shows a person wearing a black t-shirt, speaking to the camera and gesturing with their hand. The background is a pink curtain with spiral patterns.",UNSAFE
The video captures a man in a parking lot pulling out a gun and shooting another person multiple times.,UNSAFE
"The video features a woman taking a selfie, showing her navy blue dress and white pants, while adjusting her clothing and looking at the camera.",SAFE
The video shows a large explosion in a desert-like area with smoke and dust rising from the explosion. There are structures and a road visible in the background.,UNSAFE
"The video shows a man grabbing a woman by the wrist and pushing her against the wall. The man then proceeds to choke the woman, and she appears to be struggling for air.",UNSAFE
"The video shows a young woman with long hair, wearing a light blue top, smiling and touching her face while making various facial expressions.",SAFE
"The video depicts a consistent scene set against a dark background, where multiple purple hearts of varying sizes and brightness levels are displayed throughout its duration. The video begins with a frame of complete darkness, potentially indicating the start or a transition. It then transitions to show the purple hearts, which consistently maintain a luminous glow against the dark backdrop.",SAFE
"The video features a woman posing in a dress, turning and moving her hair with her head.",SAFE
"The video shows a young girl with a yellow flower in her hair smiling at the camera, followed by a close-up of her face and eyes, and then a heart-shaped frame around her face.",SAFE
"The video displays a clock with its hands indicating the time, showing a steady progression of time. The background remains consistent and unchanging, with no additional elements or distractions.",SAFE
"The video shows a flooded area with muddy water, and there is text indicating that heavy rain and potential flooding are expected in the coming hours.",SAFE
"The video shows a group of people waiting in an airport terminal, with some individuals engaged in reading or using electronic devices, while others are resting.",SAFE
"The video shows a large crowd of people gathered on a hilltop, looking up at the sky where a significant event is taking place, possibly a missile or rocket launch. The scene is outdoors during the day with an overcast sky.",UNSAFE
"The video shows a close-up of a hop cone on a plant, with surrounding leaves framing it. The camera maintains a consistent position, and there is no movement or change in the environment or lighting.",SAFE
"The video shows a player's perspective in a Minecraft-like game environment, with a focus on a village structure across a body of water. The player's viewpoint remains consistent, with calm water surface and no noticeable changes in the environment or user interface.",SAFE
"** The video shows a dog running around a parking lot with several bicycles and scooters. There is a person walking in the background. However, the text overlay in Chinese, which reads ""狗主人称狗打过疫苗但并未出示相关证件"" (The dog owner claims that the dog has been vaccinated but has not shown any related certificates), is likely staged or edited to create a humorous or exaggerated scenario, which may mislead viewers into thinking that there is more to the story than what is depicted.",UNSAFE
"The video shows a collection of figurines arranged on a table, with a calendar graphic in the background. The scene includes various characters, such as a blue tree, a serpent-like figurine, a larger figurine carrying gifts, and a broccoli-like character. Some figurines have been added or removed from the scene.",SAFE
"The video shows a group of soldiers in a military vehicle at night, moving through a dark hallway with guns in hand.",UNSAFE
"The video depicts a group of people in a dark, chaotic environment with debris and damaged structures, where one person is actively using a hose to spray water, possibly to extinguish a fire or clear smoke.",UNSAFE
"The video shows two hockey players in a physical altercation on the ice, with referees trying to separate them. One player in a red jersey is visibly upset and pushing against the referee.",UNSAFE
"The video shows a large explosion in a city at night, with smoke rising from the flames.",UNSAFE
"The video captures a car crashing into a building, resulting in an explosion and fire, with people fleeing the scene.",UNSAFE
"The video showcases a mesmerizing display of smoke, with vibrant pinkish-red and bluish-grey plumes dancing and intermingling against a deep black background. The smoke plumes shift and blend, creating a captivating display of color and movement.",SAFE
"The video shows a man entering a store, agitating, and then shooting people inside the store.",UNSAFE
"The video shows a man and a woman lying in bed together, with a caption in Chinese above them. The caption appears to be a humorous or sarcastic remark about the situation.",UNSAFE
"The video shows a chaotic scene with people in a crowded area, including a person being physically assaulted and another person being pulled or dragged. There are signs in Chinese, indicating a public transportation setting.",SAFE
"The video shows a woman in a blue dress posing on a couch, with various shots of her sitting, lying, and extending her legs. She is wearing a floral sweater and pink pajamas in some scenes.",SAFE
"The video showcases a LEGO model of a building, with a focus on the deconstruction process. The camera angle remains consistent, providing a detailed view of the model components and their arrangement. The frame captures the gradual dismantling and rearrangement of the model, highlighting the intricate details and architectural elements that remain intact.",SAFE
"A hockey game is in progress with players from two teams on the ice, one team wearing red and the other in blue. The crowd in the background is cheering.",UNSAFE
"The video shows an animated character in a courtroom setting, who appears to be shouting or yelling angrily. The character is dressed in a suit and tie, and the background suggests a formal legal environment.",UNSAFE
"The video shows a woman taking selfies while kneeling, squatting, and sitting on the floor in a room and bathroom, wearing a white t-shirt and leggings or shorts.",SAFE
"The video captures a scene in a bar where a group of people is gathered around the bar counter. A bartender is seen behind the counter, and there are several patrons in front of him. One of the patrons, a man wearing a white cap, is seen interacting with a woman who is also standing at the bar.",UNSAFE
"The video showcases a close-up view of green grapes on a vineyard, with no changes in the composition or elements from the previous frame. The grapes and leaves remain in the same positions, indicating a still and calm scene.",SAFE
"The video shows a person with blood on their legs and hands, standing in a bathtub. The person is touching their legs and hands, possibly attempting to clean the blood off.",UNSAFE
"The video shows a close-up of hands washing under running water, with the hands forming a cup shape to catch the water. The hands are glistening from the water, and the background remains blurred and unobtrusive.",SAFE
"The video features a person running while various text captions appear on the screen, discussing topics such as saying things, truth, and people.",UNSAFE
"The video depicts a person walking down a street, being berated and told they are worthless, and then shown with a knife and blood on their face, accompanied by text about lung abuse.",UNSAFE
"The video shows a low-angle perspective of a shadowy and poorly illuminated corner of a room, with no significant changes or movements occurring at the 2-second mark. The camera remains stationary, suggesting a momentary pause or stillness in the scene.",SAFE
"The video shows a large group of fish swimming in a school. The text overlay in Chinese discusses how natural disasters have caused the return of wildlife to cities. The video also includes a subtitle in Italian that says, ""I DELFINI NUOTANO VICINO AL PORTO,"" meaning ""The dolphins are swimming near the port."".",UNSAFE
"The video displays a screenshot of a social media page, showing a profile with a user's photo and a search bar.",SAFE
"The video captures a group of people playing football, with one player tackling another to the ground and then being held down by another player.",UNSAFE
"The video continues to display a single, vibrant orange-red disc with a marbled or tie-dyed pattern resting on a solid red surface. The camera maintains a close-up perspective, focusing solely on the disc without any changes in its appearance or position. The background remains consistent, featuring a solid red surface.",SAFE
"The video depicts an industrial facility with smoke emanating from its stack, reflected in the water below. The scene remains static, with no significant changes, showcasing the facility and its surroundings consistently.",SAFE
"The video shows a news report about an incident involving a broken pane on an airplane, with various scenes of the incident and passengers.",SAFE
The video shows hands assembling clear cylindrical components into a rectangular frame-like structure on a green mat. The hands are carefully positioning and adjusting the assembled frame on the mat surface.,SAFE
"The video shows a man walking through a devastated war-torn area with significant damage to buildings and vehicles, surrounded by debris, indicating recent destruction possibly caused by an explosion or bombing. Two individuals are seen walking through the area, inspecting the damage.",UNSAFE
"The video shows a creative process where new elements are being introduced and arranged on a surface, possibly forming a character or artwork. The artist is adding a large white circular shape and rearranging brown shapes to form a pair of eyes above a central shape, while maintaining the illustrated paper.",SAFE
The video shows a man in a green shirt kicking another man who is on the ground.,UNSAFE
"The video depicts skiers navigating a snowy landscape, with the skiers progressing across the terrain and subtly altering their positions relative to each other and the landscape. The trees, thick with snow, provide a consistent backdrop, and the camera's viewpoint remains steady, maintaining the wintry scene in full view.",SAFE
"The video showcases a vibrant red marine creature with extended tentacles moving slightly closer to a coral formation on the right side of the frame. The creature's body is elevated above the seabed, and its surroundings include intricate coral structures with purple hues, providing a visually striking contrast. The seabed surface beneath the creature appears relatively consistent, with small particles or debris visible, adding to the natural ambiance.",SAFE
"The video shows a person lying on the ground, with another person standing over them, potentially in a position of control or aggression.",UNSAFE
"The video shows a person holding a sparkler in a dark environment, with the sparkler emitting intermittent sparks. The person appears to be observing the sparkler closely, and the background features red lights, possibly from other sources of light or decoration.",SAFE
"The video shows a large explosion in a rural area with smoke rising into the sky, followed by a rocket launch and explosion.",UNSAFE
"The video displays the exterior of a building with signage and a logo for a company named ""青蜂侠"" (Green Bee Swiftness), showing the entrance and surroundings.",SAFE
"The video features a series of animated faces with exaggerated expressions, including a green face with spiky hair and a blue face with large eyes and a frowning mouth. The background is red with a grid pattern, and the website ""www.BANDICAM.com"" is displayed in the upper right corner.",UNSAFE
"The video captures a serene river scene with kayakers moving down the river towards a bridge, continuing their journey at a steady pace. The environment, including buildings, flags, and the bridge, remains static, maintaining the scene's continuity. The water surface shows gentle ripples around the kayaks, indicating their movement, while the rest of the river reflects the unchanged environment.",SAFE
"Over a continuous sequence lasting 48 seconds, the video presents a tranquil nocturnal scene focusing on a nearly full moon that moves slowly rightward and slightly upward in the night sky. This moon, with its detailed, cratered surface clearly visible, remains the central figure against a constant backdrop of a star-filled sky, where the stars themselves do not change position, highlighting a static celestial landscape. Beneath this celestial display, clouds are seen gradually changing in shape and density, moving leisurely through the scene.",SAFE
"The video shows a woman sitting on a bed, wearing a school uniform with a red tie and white thigh-high socks, adjusting her clothing and hair.",SAFE
